brand,city,title,desc,image_count,created_at,price
Apple,Tehran,"['گوش', '4s']","['گوش', '5s', 'خاموش', 'علت', 'نمیدونم', 'استفاده', 'قطعات', 'دوربین', 'غیره', 'قیمت', 'هاتونو', 'پیشنهاد', 'تشکر']",2,Friday 04PM,362948.1547381499
Nokia,Isfahan,"['نوکیا', 'لومیا', '930']","['گوش', 'شیشه', 'محافظ', 'دوربین', 'نداره', 'داخل', 'عکسا', 'معلومه', 'لطفا', 'نظراتتون', 'قیمت', 'پیامک', 'قیمت', 'نظر', 'زنگ', 'میزنم', 'قیمت', 'نو', 'گوش', 'ملیون', 'دویست', 'تومنه', 'منصفانه', 'قیمت', 'بدین']",4,Saturday 05PM,303888.089369807
Sony,Isfahan,"['سون', 'تمیز']","['گوش', 'تمیز', '#هست', 'دوربین', '13', '#هست', 'حافظه', '8', 'رم', 'سرعت', '1', 'خواهشا', 'قیمت', 'منصفانه', 'پیامک', 'قیمت', 'منصفانه', 'خدم', 'فروش', 'معاوضه', 'ابدا', 'داشت#دار']",1,Friday 06PM,412446.1925911157
Sony,Mashhad,"['گوش', 'موبایل', 'سون']","['سون', 'اکسپریا', 'ال', 'اندروید', 'ارتقا', 'دوربین', '8مگا', 'پیکسل', 'تمیز', 'جعبه', 'هد', 'فون', 'شارژر', 'اصل']",4,Tuesday 07PM,212707.86778930077
Apple,Ahvaz,['آیفون'],"['مدلهای', 'آیفون', 'معاوضه', 'کارکرده', 'نو', 'نقد', 'اقساط', 'چک', 'کارمند', 'تلفن', 'NUM']",1,Thursday 06AM,1201857.3351939342
Apple,Isfahan,"['مدل', '6', 'حافظه', '35', 'برنگ', 'گر']","['ب', 'مبلغ', '8199', 'العاده', 'تمیز']",0,Thursday 03PM,1873086.2716379955
Apple,Tehran,"['ایفون', '3', '83', 'گیگ', 'سالم']","['هندزفری', 'استفاده', 'شد#شو', 'گوشیو', 'شب', 'عید', 'خریدار', 'معاوضه', 'میکنم', 'ایفون', '4', 'اس', 'سر', 'میگیرم']",3,Saturday 09AM,1413941.3702788672
Samsung,Tabriz,"['گوش', 'اس', '5', '4Gسامسونگ', 'اوراق']","['گوش', 'اوراق', 'میباشد', '4G', '#هست', 'اس', 'زنگ', 'جواب', 'میشود']",0,Friday 04PM,655326.0039542466
HTC,Shiraz,"['معاوضه', 'گوش', 'وپلی', 'استیشن', 'گوش']","['سلام', 'گوش', 'دیزایر', '526', 'جی', 'عدد', 'پل', 'استیشن', '2', 'گوش', 'مدل', 'بالا', 'ترجیحا', 'ایفون', 'معاوضه', 'میشود', 'مابقی', 'سرمیدم', 'گوش', 'دست', 'دوم', 'بالا', '300', '#هست', 'پل', 'استیشین', '150', 'بالاهست', 'لطفا', 'قیمت', 'پیشنهاد', 'پرت', 'دید#بین', 'مدل', 'گوشیتون', 'جهت', 'معاوضه', 'برام', 'اس', 'ام', 'اس']",1,Wednesday 02AM,536987.1663599255
Samsung,Karaj,"['اس', '4', 'سفید']","['سلام', 'گوش', 'اس', '4', 'سفید', 'زدگی', 'کوچولو', 'دور', 'داره', 'معلوم', 'نیس', 'رنگ', 'رفتگی', 'نداره', 'قاب', 'گلس', 'لوازم', 'تکمیل', 'همرده', 'معاوضه', 'میشه', 'جی', '3', 'الجی', 'جی', '7', 'سامسونگ', 'هانر', '5', 'پایین', 'تر', 'سر', 'میگیرم', 'قیمت', 'فروش', '600', 'تخفیف', 'کوچیک', 'داره']",1,Thursday 05PM,715845.6985957853
Samsung,Tabriz,"['معاوضه', 'J7', 'Z5', 'پریمیوم_', 'LG_', 'نوت5', 's6']","['سلام', 'گوش', 'فروشی', 'معاوضه', 'گوش', '2016', 'هستش', '4g', '2سیم', 'آک', 'فرق', 'نداره', 'سفید', 'گارانتی', 'این', 'اندروید', '6', 'گلس', 'فاکتور', 'تضمین', 'جهت', 'تنوع', 'سون', 'Z5', 'Z5', 'پریمیوم', 'LG', 'G4', 'G5', 'V', '10', 'نوت5', 'S6', 'معاوضه', 'میکنم', 'sms', 'تلگرام', 'پاسخگو', '#هست', 'شغل', 'تماس', 'گرفت#گیر']",1,Tuesday 03PM,1006658.2091227386
Samsung,Tehran,"['Samsung', 'Galaxy', 's6', 'edge']","['گوش', 'تمیز', 'خط', 'خش', '32', 'گیک']",2,Saturday 04PM,1321678.0606463123
Samsung,Tehran,"['nokia', 'n', '81']","['تماس', 'NUM']",2,Wednesday 09AM,525091.4706823108
Samsung,Shiraz,"['سامسونگ', 'اس', '7', 'دوسیم', 'گلد', '32', 'گیگ']","['گوش', 'خط', 'خش', 'سالم', 'تعمیر', 'نرفته', 'لطفا', 'اس', 'ام', 'اس', 'بدید', 'واتس', 'ام', 'بدید', 'ممنون', 'معاوضه', 'آیفون', '6', '6اس', 'se', 'حافظه', 'ی', '64', 'باشن']",4,Saturday 03PM,1574219.8427950663
Samsung,Mashhad,"['s5', 'سامسونگ']","['تاچر', 'ال', 'دی', 'شکسته', 'کارتن', 'لوازم', 'باتری', 'شارژر', 'هندزفری']",0,Wednesday 06AM,214130.62089035008
LG,Isfahan,"['تعویض', 'نکسوس5']","['32', 'گیگ', '4جی', 'دور', 'خط', 'خش', 'داره']",1,Thursday 08AM,683559.4775899592
Samsung,Isfahan,"['گلکسی', 's7']","['سلام', 'یدونه', 's7', 'هنزفری', 'گوش', 'آک', 'هستش', 'گلس', 'فابریک', 'دوربین', 'کنده', 'شد#شو', 'مطعلقات', 'جمله', 'فاکتور', 'خریدار', 'تحویل', 'میشود', 'سالم', 'فوری', 'فوری', 'تشکر', 'دیوار']",0,Saturday 03PM,1449583.5728926128
LG,Mashhad,"['ال', 'جی', 'کار', 'وتمیز']","['مدل', 'جی', 'فورپشت', 'چرم', 'گارانتی', 'خرید', 'وضمانت', 'سالم', 'جلد', 'اصل']",1,Saturday 04PM,416098.6252281895
Apple,Mashhad,"['iphone', 'NUMGB']","['ایفون', 'فور', '67', 'گیگ', 'اصل', 'دکمه', 'پاورش', 'خرابه', 'قيمت', 'پيشنهادي', 'خودتونو', 'پيامك', 'كنيد', 'خواهشا', 'خريدار', 'واقعي', 'پيامك', 'داد#ده', 'پیامک', 'پاسخگو', '#هست']",2,Tuesday 09AM,918952.38223186
Samsung,Tehran,"['نو', 'ادج']","['آکبند', 'مشک', '32', 'گیگ', 'ساخت', 'کره', 'گارد', 'ژله', 'ای', 'معاوضه', 'میت', '8', 'هواوی']",0,Tuesday 09AM,1185574.1873751986
Apple,Isfahan,"['اپل4گیگ', '83', 'سیلور']","['اپل', '4', '83', 'گیگ', 'تمیز', 'یه', 'خال', 'به', 'اصل', 'گوش', 'خوبیه']",0,Wednesday 07AM,925999.8725999952
Samsung,Mashhad,"['گوش', 'نو', 'NUMn']","['گوش', 'تمیز', 'شرط', 'تست', 'تعویض', 'ایفون', '6', 'نو', '5مابقی', 'منسفانه', 'تقدیم', 'میکنم']",1,Friday 08PM,816248.4526013063
Samsung,Tehran,"['گوش', 'موبایل', 'galaxy', 's5']","['گوش', 'سالم', 'تمیز', 'تضمین', 'نقص']",1,Wednesday 11PM,676255.1431451477
Apple,Shiraz,"['گوش', 'اپل', '4sجهت', 'اوراق']","['توجه', 'تعمیر', 'کار', 'گوش', 'اپل', 'باسلام', 'دستگاه', 'ایفون', '4s', 'سفید', 'مشکل', 'داره', 'مشکل', '#هست', 'حالتserching', 'وشاید', 'تعمیر', 'گوش', 'واقعا', 'سالم', '#هست', 'خط', 'واقعا', 'سالم', '#هست', 'تاچ', 'LCD', 'دکمه', 'هوم', 'اسپیکر', 'دوربین', 'باطری', 'شرط', 'سیم', 'کارت', 'کارتون', 'شارژر', 'هندزفری', 'لوازم', 'اصلیه', 'کابل', 'شارژر', 'اوراق', 'چیز', 'درد', 'میخوره', 'مشکل', 'searching', 'داره', 'حالت', 'باتشکر', 'سایت', 'دیوار']",2,Thursday 01PM,459620.1334339924
Apple,Shiraz,"['ایفون', '6Sپلاس', '64', 'گیگ', 'رنگ', 'گر']","['میخواهم', 'بفرشم', '#هست', 'معاوضه', 'میکنم', 'همون', 'گوش', '6Sپلاس', '64', '128', 'گرفت#گیر', 'رنگ', 'سفید', 'باشه', 'مال', 'خودم', 'مشک', '#هست', 'دوس', 'داشت#دار', 'داره', 'معاوضه', 'میکنم', 'گوش', 'خودم', '6sپلاس', '#هست', 'رنگ', 'مشک', 'گر', '64', 'اصل', 'LLA', 'معاوضه', 'میکنم', 'خود', '6sپلاس', '64', 'رنگ', 'سفید', 'میفرشم', 'همون', 'گوش', 'گرفت#گیر', 'مال', 'خودم', 'خط', 'خراش', '2ماه', 'گرفت#گیر', 'اگه', 'خواستي', 'سرك', 'ميدم']",2,Saturday 09AM,1163360.8931494374
Sony,Mashhad,"['گوش', 'موبایل', 'xperia', 'J']","['3G', 'دوربین', 'مگاپیکسل', 'صفحه', 'نمایش', '4', '5', 'اینچ', 'دوربین', 'جلو', '2', '3', 'مگاپیکسل', 'اندروید', 'NUM']",2,Thursday 06PM,173998.87732919352
Samsung,Ahvaz,"['گوش', 'j7', 'درحدآک']","['گوش', 'درحد', 'آک', 'تاریخ1', '12', '94', 'خریدمش', 'یه', 'ضدضربه', 'یه', 'گارد', 'گذاشت#گذار', 'خط', 'خراش', 'ضدضربه', 'خراش', 'الان', 'نوش', 'بازار0', '000', '850', 'تومان', 'قیمت', 'نهاییم', '0', '000', '650', 'تومان', 'هستش', 'مفت', 'داشت#دار', 'میفروشم', 'گوش', 'تضمین', 'میدم', 'هفته', 'تست', 'رفته', 'تعمیر', 'وسایلاش', 'هندزفری', 'شارژ', 'پل', 'هستن', 'دوربین', 'جلو', '8', 'دوربین', 'عقب', '13', '3G', 'حافظه', '16', 'این', 'یه', 'سری', 'معلوماتشه', 'قیمت', 'مقطوعه', 'یاعلی']",2,Saturday 11AM,718928.4163883324
Nokia,Isfahan,"['گوش', 'موبایل', 'نوکیاc7']","['جعبه', 'موبایل', 'موجود', 'میباشد']",2,Monday 04PM,141678.89574270567
ZTE,Tehran,"['htc', '10']","['نو', 'دوهفته', 'کار']",1,Saturday 02PM,455115.58984530275
Apple,Ahvaz,"['ایفون6s', 'رزگلد']","['ایفون6s', 'رزگلد', '16', 'G', 'اک', 'فرق', 'نداره', 'لوازم', 'جانب', 'دست', 'نخورده', 'پلمپ']",3,Sunday 05PM,1198653.2420649452
Samsung,Tehran,"['فروش', 'گوش', 'سامسونگ', 'گلگسی', 's4']","['سلام', 'گوش', 'اصل', 'ویتنام', 'سالم', 'آکه', 'آک', 'تعمیر', 'نرفته', 'یه', 'پریدگی', 'کوچیک', 'بغل', 'گوش', '#هست', 'عکس', 'معلوم', '#هست']",2,Sunday 10PM,516344.25134382106
Apple,Mashhad,"['گوش', 'iphone', '4s', '16', 'G']","['گوش', 'واقعا', 'سالم', 'خط', 'خش', 'ios', 'NUM', 'لوازم', 'اصل', 'سالم', 'بعنوان', 'گوش', 'استفاده', 'میشده', 'بالا', 'قیمت', 'پیشنهاد', 'فروخته', 'میشود', 'قیمت', 'پیشنهادیتونو', 'پیامک', 'لطفا']",1,Tuesday 11AM,530851.8145745432
Lenovo,Kermanshah,"['فروش', 'هواوی', 'وای', '600']","['سلام', 'سری', 'خرید#خر', '400', 'قیمت', 'توافق', 'منصفانه', 'سالم', 'ایراد']",0,Wednesday 02PM,344252.96628810995
LG,Tehran,"['lg', 'g2']","['گوش', 'تمیزه', 'نو', 'خریدار', 'سوپرایز', 'شد#شو', 'لباس', 'دیدن']",3,Sunday 12PM,670820.9557046475
Nokia,Mashhad,"['نوکیا', '1100']","['سالم', 'سالم', 'شارژر', 'داره', 'قیمتاتونو', 'پیامک', 'یاعلی']",0,Wednesday 07PM,73260.39600917975
Apple,Tehran,"['گوش', 'موبایل', 'ایفون', 'اپل']","['دستگاه', 'گوش', 'ایفون', 'اپل', '6', 'گرین', '5s', 'گلد', '_', 'نو']",3,Thursday 10PM,1365221.396672575
Sony,Shiraz,"['گوش', 'موبایلz2']","['گوش', 'محکم']",2,Saturday 05PM,411317.8967087499
Apple,Tehran,"['3پلاس', '35', 'گیگ', 'مشکی5ماه', 'کارکرده']","['3پلاس', '35', 'گیگ', 'مشک', 'تمیز', 'نو', 'خط', 'خش', 'باقاب', 'گلس', 'پار', 'نامبر', 'آمریکا', 'معاوضه', 'داشت#دار']",3,Sunday 08AM,1918313.5829400013
Sony,Tehran,"['گوش', 'سون', 'اکسپریا', 'العاده', 'سالم', 'تمیز']","['گوش', 'تمیز', 'سالمه', 'مصرف', 'کنده', 'حالشو', 'بتعویض', 'داره', 'بامدل', 'بالا', 'جعبه', 'داره']",1,Tuesday 04PM,250436.51291485963
Huawei,Tabriz,"['هواوی', 'y', '520']","['هندزفری', 'نداره', 'سالم', 'سالم', 'عکس', 'گذاشت#گذار', 'یکم', 'خش', 'جز', 'داره', 'معلوم', 'قیمت', 'پیشنهادیتون', 'اس', 'ممنون']",3,Tuesday 06PM,233480.42725707468
HTC,Mashhad,"['htc', 'a9']","['شرط', 'تست', 'گوش', 'تمیز', 'سالم']",2,Saturday 12PM,390030.82137064176
Samsung,Shiraz,"['گوش', 'سامسونگ', 'جی', 'وان', '2016']","['رنگ', 'گلد', 'تمیز', '4جی', 'فروش', 'فوری']",0,Friday 01PM,465924.407450308
HTC,Tabriz,"['گوشى', 'موبایلHTC']","['کارکرد', 'سالم', 'همراه', 'لوازم', 'جانبى', 'اورجینال', 'تایوان']",2,Friday 02PM,445567.96953951614
Apple,Isfahan,"['LG', 'MAGNA']","['گوش', 'العاده', 'تمیز', 'آک', 'رنگ', 'گلد', 'هندزفریش', 'آکه', 'همراه', 'گارد', 'گلس']",1,Friday 07PM,1391620.0899810658
Sony,Tabriz,"['Sony', 'Xperia', 'T2', 'ultra']","['فروش', 'فوری', 'تمیز']",2,Sunday 02PM,482240.34599964315
Apple,Shiraz,"['گوش', 'آیفون', 'se', 'gray', 'دوماه', 'کارکرد']","['گوش', 'تمیز', 'نو', 'هستش', 'ماهه', 'خریدمش']",0,Tuesday 07PM,1392015.176316212
Apple,Shiraz,"['گوش', 'اپل5', 'مشک']","['تمیز', 'ضربه', 'خط', 'خش', 'تماس', 'جواب', 'میشود', 'قیمت', 'حل', 'میکنیم']",0,Wednesday 01PM,1061803.8570440055
ZTE,Tehran,"['yotaphone', '2', 'گوش']","['گوش', 'کیف', 'روس', 'نمایش', 'گر', '5اینچ', '4', '7', 'اینچ', 'گوش', 'نو', 'میباشد', 'لطفا', 'قیمت', 'مدنظرتون', 'sms', 'Yotaphone', '2', 'Display', 'Front', 'Screen', '5', '0', 'inch', '1920', 'x', '1080', 'FHD', 'Corning', 'Gorilla', 'Glass', '3', '442', 'ppi', 'Screen', 'Back', 'Screen', '4', '7', 'inch', 'E', 'ink', 'Electronic', 'Paper', 'Display', '960', 'x', '540', 'Corning', 'Gorilla', 'Glass', '3', '235', 'ppi', 'Screen', '4G', 'Smartphone', 'with', 'ALWAYS', 'ON', 'Back', 'Screen', 'Qualcomm', 'Snapdragon', '801', 'Quad', 'Core', '2', '26', 'GHz', '2GB', 'RAM', '32', 'GB', 'ROM', 'Camera', 'Dual', 'Cameras', 'front', 'camera', '2', '1MP', 'camera', 'back', 'camera', '8', '0MP', 'ممنون']",4,Friday 09AM,791545.2629586153
Samsung,Mashhad,"['سامسونگ', 'گرند2پشت', 'چرم', 'سفیدسالم']","['سلام', 'گرند2سالم', 'گرم', 'سالم', 'سالم', 'ضرب', 'خوردگی', 'تعمییری', 'گوش', 'مدل', 'بالاترمیخوام', 'خرید#خر', 'بخاطرهمین', 'میفروشمش', 'درصورت', 'تمایل', 'تماس', 'گرفت#گیر', 'ممنون', 'میشم']",0,Saturday 06PM,460768.36951850064
Samsung,Tehran,"['گوش', 'موبایل', 's4']","['گوش', 's4', 'کارتن', 'لوازم', 'lcdش', 'شیکسته', 'بایه', 'هزینه', 'گوشیو', 'ال', 'سید', 'تعمیر', 'کرد#کن', 'میشه', 'روز', 'ال', 'دیش', 'دیگه', 'مشکل', 'نداره', 'دوربین', '13', 'هشت', 'هسته', 'ای', 'رم', 'خور', 'باتری', 'هدفون', 'شارژر', 'کارتن', 'فروش', 'فوری']",1,Monday 05PM,134438.06590008843
Samsung,Tehran,"['اس6', 'دوسیم', '32', 'گارانتی', 'نونو']","['گوش', 'سالمه', 'فروخت#فروش', '1180', 'تعویض', 'داشت#دار']",3,Monday 07PM,1218676.490881373
Huawei,Mashhad,"['گوش', 'هوآوی', 'جی', '750']","['3عددباطری', 'نو', 'جهت', 'گوش', 'هوآویG', '750']",0,Monday 08PM,368466.44227405044
Huawei,Qom,"['گوش', 'هوآوی', 'p8', 'لا', 'کارکرده']","['گوش', 'هوآوی', 'هشت', 'لا', 'اک', 'گوش', 'بلک', 'بری', 'z', '10', 'داشت#دار', 'دوتاشو', 'باهم', 'میفروشم', 'تک', 'نمیفروشم']",0,Thursday 09AM,477599.27630572894
Samsung,Tabriz,"['خط', 'دارs3سامسونگ']","['وقتهادرصفحه', 'خط', 'عکس', 'ظاهرمیشه', 'غیرازاین', 'اشکال', 'نداره', 'خط', 'وخش', 'قیمت', 'پیشنهاد', 'روsmsکنید']",0,Wednesday 10PM,588805.8051330724
Apple,Tabriz,"['Iphone', '6S']","['64', 'gb', 'black']",0,Friday 10PM,1409555.7758646675
Samsung,Mashhad,"['گوش', 'نوت2', 'سامسونگ']","['خریدار', 'واقعی', 'تخفیف', 'میدم']",0,Sunday 04PM,513076.43782499206
Huawei,Tabriz,"['هواوی', 'اوراق']","['هواوی', 'جی', '730', 'هاردش', 'سوخته', 'ال', 'دی', 'تاچ', 'شاسی', 'سالم', 'فابریک']",3,Monday 03PM,154073.69264991995
Huawei,Tehran,"['huawei', 'mate', '8']","['گارانتی', 'اصل', 'هواوی', 'NUMگیگ']",0,Wednesday 09AM,644698.1636880942
Nokia,Tehran,"['گوش', 'نوکیا']","['گوش', 'کارکرده', 'بسیارسالم', 'وتمیزباقابلیتهای']",3,Thursday 04PM,224950.03086352692
Samsung,Isfahan,"['گلکسی', 'j7', '4g', 'اک']","['گوش', 'اک', 'سالم', 'بو', 'نو', 'میده', 'گلس', 'داره', 'دوتا', 'گارد', 'داره', 'عدد', 'رم', '16', 'گیگ', 'پک', 'همرو', '700', 'مقطوع', 'نقد', 'معاوضه', 'j', 'NUMدرضمن', 'هندزفریش', 'پلمه']",2,Sunday 03PM,484764.31121219305
Apple,Tehran,"['I', 'phone', '7', 'plus', '256', 'Gb', 'Gold']","['بالا', 'قیمت', 'پیشنهاد']",1,Wednesday 01PM,1626921.302869423
Samsung,Tehran,"['samsung', 's5']","['گوش', 'تمیز', 'میباشد', 'ضربه', 'خط', 'خش']",4,Friday 11AM,708536.6971391994
Apple,Tehran,"['اپل', '4اس', 'تمیز', '32', 'گ', 'سالم']","['سالم', '#هست', 'سفید', 'خط', 'خش', 'نداره', 'اصلا']",4,Monday 09AM,901970.5837262745
Samsung,Isfahan,"['سامسونگ', 'سیم', '4G']","['samsung', 'galaxy', 'grand', '4G', 'سیم', 'کارت', 'فور', 'جی', 'رنگ', 'طلائی', 'تمیز', 'نو', 'آک', 'پلاستیک', 'پشت', 'به', '#هست', 'ماهه', 'حدودا', 'خرید#خر', 'ویتنام', 'اصل', 'برچسب', 'گلس', 'ضد', 'ضربه', 'داره', 'قیمت', 'نو', '110', 'تومنش', 'میکنیم', 'تقدیم', 'میکنم', 'قیمت', '4G', 'گرفت#گیر', '3G']",2,Saturday 09PM,756331.6557435376
Sony,Tehran,"['گوش', 'سون', '4G', 'M5']","['سلام', 'گوش', 'سون', 'M5', 'تمیز', 'سیم', '4G', 'دوربین', '21', '5', 'مگاپیکسل', 'دوربین', 'جلو', '13', 'مگاپیکسل', 'زده', 'آب', '30', 'دقیقه', 'حدودا', '3', '4', 'ماهه', 'خرید#خر', 'بدونه', 'مشکل', 'شرط', 'کارتن', 'وسایل', 'اصل', 'بدونه', 'خط', 'خش']",2,Monday 06PM,336790.4588916629
Samsung,Tehran,"['گوش', 'موبایل', 'Galaxy', 'S3']","['دستگاه', 'Galaxy', 'S3', 'سامسونگ', 'قیمت', 'توافق']",2,Tuesday 12PM,447760.2215156568
Samsung,Mashhad,"['samsong', 's4mini']","['گوش', 'سالم', 'تمیز', 'خط', 'خش', 'نو', 'نو', 'نو', 'آیفون', 'فایو', 'معاوضه', 'داشت#دار', 'لطفا', 'اس', 'بدین', 'تشکر', 'دیوار']",1,Tuesday 09PM,717166.3359973185
Samsung,Mashhad,"['سامسونگ', 'Sتری']","['تروتمیزبدون', 'ایراد']",0,Thursday 08AM,526583.5031057502
Samsung,Isfahan,"['سامسونگ', 'نوت2', 'خاکستر']","['تمیز', 'عیب', 'قیمت', 'پیشنهاد', 'لطفا', 'پیامک']",0,Thursday 04PM,542437.0518310644
LG,Qom,"['خریدار', 'ال', 'جی', 'V', '10', 'مشک']","['سلام', 'خریدار', '10', 'ال', 'جی', 'مشک', 'گارانتی', 'قیمت', '#هست', 'میخام', 'اک', 'مونزنه', 'یاعلی']",1,Saturday 04PM,1217606.2922491038
ZTE,Tehran,"['گوش', 'موبایل', 'Glx']","['گوش', 'موبایلW', '00', 'R', 'glx', 'سیم', 'کارت', 'صفحه', 'رنگ', 'موبایل', 'سالم']",2,Sunday 12PM,183277.77671466584
Samsung,Qom,"['گلکسی', 'جی', 'وان', 'ایس', 'فورجی']","['روزه', 'گرفت#گیر', 'باور', 'داشت#دار', 'فاکتور', 'داشت#دار', 'نوعه', 'نوعه', 'اتدروید', '5', '1', 'ارتقا', 'ب', 'اندوید', '6', '1', '4', 'هسته', 'ای', 'دوربین', 'فلش', 'رنون', 'ساپورت', '4G']",0,Tuesday 11AM,287749.9667141448
Samsung,Kermanshah,"['ریش', 'تراش', 'معاوضه', 'باگوشی']","['ریش', 'تراش', 'برون', 'آلمان', 'معاوضه', 'باگوشی', 'الان', 'قیمت', 'توبازاربالای', '400']",0,Tuesday 08PM,643189.9795358472
Samsung,Kermanshah,"['گوش', 'سامسونگGalaxy', 'Note5']","['تمیز', 'وبدون', 'خش', 'وایراد', 'بالا', 'پیشنهادتقدیم', 'میگردد', '32', 'گیگ']",0,Wednesday 09PM,1168740.5086062693
Samsung,Karaj,"['سامسونگ', 'a3', '2016']","['گوش', '3', 'روزه', 'خریدار', 'فوری', 'فورشی', 'رنگ', 'سفید']",0,Thursday 01AM,785578.6974929197
Apple,Mashhad,"['گوش', 'آیفون', '5S']","['آیفون', '16', 'گیگ', 'خاکستر', 'تمیز', 'سالم', 'خریدار', 'تخفیف', 'میدم']",1,Wednesday 03AM,943619.9475753125
Samsung,Karaj,"['سامسونگ', 'جی', '2']","['گوش', 'سفید', 'العاده', 'نو']",0,Sunday 09PM,587370.4147787032
Samsung,Qom,"['معاوضه', 'گلگسی', 'گرند', '2']","['گوش', 'بشرط', 'همچی', 'سالم', 'رنگ', 'رفتگی', 'نوار', '#هست', 'لوازم', 'تکمیله', 'جهت', 'تنوع', 'تعویض', 'بالا', 'همرده', 'قیمت', '380']",0,Monday 07AM,376436.41268223233
Apple,Isfahan,"['ایفون', '6']","['ضربه', 'دست', 'ی', 'خانوم', 'دکتر', 'تمیز', 'تمیز']",1,Friday 08AM,1407790.6376299213
Lenovo,Ahvaz,"['گوش', 'جی', '610']","['سلام', 'گوش', 'اکبنده', 'ایراد', 'کارتون', 'وشاژر', 'کاور', 'فروخت#فروش', 'میرسد', 'سیم', 'رم', 'خور', 'دوربین', 'چسب', 'بوف', 'بخره', 'ضرر', 'نمیکنه', 'قیمت', '270', 'هزار', 'تومان', 'خدم', 'تماس', 'گرفت#گیر']",2,Friday 11AM,87657.8971248874
Nokia,Tabriz,"['گوش', 'موبایل', 'نوکیا', '1100']","['سالم', 'وکارکردعالی', 'اصل', 'میباشد', 'تماس', 'گرفت#گیر']",2,Thursday 07PM,27277.751748376326
Huawei,Mashhad,"['هونور6', 'گرندپرایم', 'تمیز']","['هونور6', 'تمیز', 'نقطه', 'خط', 'خش', 'مهلت', 'تست', 'هفته', 'ای', 'مشک', 'تک', 'سیم', 'قیمت', '564', 'گرندپرایم', 'سیم', 'سفید', 'خط', 'خش', 'نقطه', 'مهلت', 'تست', 'هفته', 'ای', 'قیمت', '344', 'هفته', 'اگ', 'مشکل', 'کردین', 'پشیمون', 'شدین', 'گوش', 'بیارین', 'تلگرام', '#هست', 'بابت', 'سوالات', 'یاعلی']",0,Monday 05PM,480332.47215195856
Apple,Tehran,"['ایفون', '6', 'سیلور']","['گوش', 'خراب', 'میباشد', 'قاب', 'بدنه', 'نو', 'بالا', 'پیشنهاد', 'لطفا', 'مبلغ', 'پیامک', 'زد#زن', 'ممنون']",2,Wednesday 09AM,1553623.715279388
LG,Tehran,"['فروش', 'استثنایی', 'شاهکار', 'گوگل']","['گوش', 'نکسوس', '5', 'مدل', 'D', '821', 'ساپورت4g', 'داره', 'حافظه', 'داخل', '16', 'گیگ', 'رنگ', 'سفید', 'لوازم', 'اصل', 'داخل', 'کارتن', 'صورت', 'فابریک', 'هندزفری', 'نیست', 'یه', 'هدفون', 'آیفون', 'اشانتیون', 'میدم', 'قیمت', '600', 'تومن', 'خریدار', 'واقعی', 'تخفیف', 'میدم']",2,Friday 05PM,494507.38814433024
Apple,Tehran,"['iphone', '4s', '64', 'gig']","['معاوضه', 'سامسونگ', 'S4']",1,Friday 12PM,678831.3380665532
Apple,Tehran,"['iphone', '7', '32', 'gb']","['بود#باش', 'ایفون', '7', 'ایفون', '7', '32', 'gb', 'رنگ']",1,Saturday 01PM,1241332.108877118
Apple,Ahvaz,"['اپل6s', '871', 'گیگ', 'lla']","['سلام', 'گوش', 'اکه', 'ios', '89', 'نصب', 'مشتری', 'واقعی', 'تماس', 'بگیره']",0,Thursday 01PM,1132783.2178773754
Apple,Tehran,"['Iphone', '7', '128', 'G']","['تماس', 'گرفت#گیر']",2,Saturday 06AM,1325387.459199391
Apple,Ahvaz,"['گوش', 'موبایل', 'اپل', '6']","['تمیز', 'نو', 'فروش', 'فوری', 'گلد', '16', 'gig', '1ملیونو', '500', 'هزار', 'تومان']",1,Friday 10AM,1657621.4064966787
Huawei,Qom,"['هواوی', 'جی8', 'گلد', '32', 'g']","['گوش', 'گلد', 'العاده', 'تمیز', 'درحده', 'همراه', 'قاب', 'ایفیس', 'اشانتیونه', 'قیمتای', 'پیشنهادیتون', 'بفرستین', 'ایشالا', 'میایم', 'خاهش', 'قیمت', 'بیراه', 'دید#بین', 'مطمعن', 'بود#باش', 'قیمتتون', 'باشه', 'نمیزنم', 'قیمت', 'نمیدم']",0,Saturday 01PM,689075.7856848725
ZTE,Tabriz,"['خریدوفروش', 'گوش', 'های', 'کارکرده']","['لطفا', 'اسم', 'مدل', 'گوشیتون', 'همراه', 'عکس', 'قیمت', 'تلگرام', 'برام', 'بفرستین', 'لطفا', 'پیامک', 'نزنین', 'تلگرام']",0,Sunday 09PM,394090.4261299885
Nokia,Karaj,"['نوکیا', 'n9']","['دستگاه', 'گوش', 'نوکیا', 'n9', 'مشک', 'اکبند', 'فروش', 'میرسد', 'سیستم', 'عامل', 'اندروید', 'رم', 'داخل', '16', 'دوربین', '8', 'فلاش', 'دوآل', 'صفحه', 'led', 'تعویض', 'داشت#دار', 'تماس', 'NUM']",2,Sunday 04PM,228777.5755571326
Apple,Tabriz,"['2عدد', 'گوش', 'ایفون', '6اس']","['عدد', 'گوش', 'ایفون', '6اس', 'فروخت#فروش', 'ایفون', '6اس', '64', 'قیمت', 'NUMتومان', 'ایفون', '6اس', '16', 'قیمت', 'NUMتومان', 'گلد', 'هس', '6ماه', 'ان', 'مشتری', 'واقعی', 'زنگ', 'بزنه', 'اسمس', 'جواب', 'نمیشود', 'زنگ']",0,Wednesday 07PM,1405349.99251441
